2248, paintClouds(double, double, double, double, double, double, double, double, double, double, double, java.awt.Graphics2D, java.awt.Graphics2D, double, java.awt.Shape), 7.0, 2244, 
2323, accumQuad(double, double, double, double, double, double[], double, double, double, double, double), 8.0, 2319, 
2325, accumCubic(double, double[], double, double, double, double, double, double, double, double, double, double, double), 10.0, 2319, 
4019, OptionalDontShowMeAgainDialog(java.awt.Component, int, javax.swing.JFrame, java.lang.String, freemind.common.TextTranslator, freemind.common.OptionalDontShowMeAgainDialog.DontShowPropertyHandler, java.lang.String), 7.0, 4018, 
5993, getTreeCellRendererComponent(boolean, javax.swing.JTree, java.lang.Object, int, boolean, boolean, boolean, freemind.modes.mindmapmode.attributeactors.ImportAttributesDialog.TreeNodeInfo, javax.swing.tree.DefaultMutableTreeNode), 7.0, 5991, 
6656, executeScript(java.lang.Throwable, java.lang.String, boolean, groovy.lang.GroovyRuntimeException, boolean, java.lang.String, java.lang.Throwable, java.lang.Object, int, boolean, java.lang.String, boolean, boolean, freemind.modes.mindmapmode.MindMapController, groovy.lang.Binding, plugins.script.ScriptingEngine.ErrorHandler, java.util.HashMap, freemind.main.Tools.BooleanHolder, java.io.PrintStream, freemind.modes.MindMapNode, groovy.lang.GroovyShell, plugins.script.ScriptingSecurityManager, freemind.main.FreeMindMain, org.codehaus.groovy.ast.ASTNode, java.lang.String, java.lang.String, int, int, java.lang.String, java.io.PrintStream, java.lang.String, freemind.main.FreeMindSecurityManager, org.codehaus.groovy.ast.ModuleNode, java.lang.String, java.lang.String, java.lang.String, java.lang.String), 7.0, 6651, 
7091, makeGrid(javax.swing.SpringLayout.Constraints, javax.swing.SpringLayout, javax.swing.Spring, javax.swing.SpringLayout.Constraints, javax.swing.Spring, javax.swing.SpringLayout.Constraints, int, int, java.awt.Container, int, int, int, int, javax.swing.Spring, javax.swing.Spring, int, javax.swing.SpringLayout.Constraints, javax.swing.Spring, javax.swing.Spring, int, java.lang.ClassCastException), 7.0, 7089, 
7093, makeCompactGrid(javax.swing.Spring, javax.swing.Spring, javax.swing.SpringLayout, javax.swing.Spring, javax.swing.Spring, int, java.awt.Container, int, int, int, int, int, javax.swing.SpringLayout.Constraints, int, javax.swing.SpringLayout.Constraints, int, java.lang.ClassCastException), 7.0, 7089, 
