12, insertElementAt(java.lang.Object, int), 2.0, 2, 
320, fireTreeNodesChanged(javax.swing.event.TreeModelEvent, int, Object[], java.lang.Object, int[], Object[], Object[]), 6.0, 285, 
328, XMLElementAdapter(freemind.modes.ModeController, java.util.Vector, java.util.HashMap), 3.0, 326, 
330, createNodeAdapter(java.lang.String, freemind.main.FreeMindMain), 2.0, 326, 
331, createEdgeAdapter(freemind.modes.NodeAdapter, freemind.main.FreeMindMain), 2.0, 326, 
332, createCloudAdapter(freemind.modes.NodeAdapter, freemind.main.FreeMindMain), 2.0, 326, 
333, createArrowLinkAdapter(freemind.modes.NodeAdapter, freemind.modes.NodeAdapter, freemind.main.FreeMindMain), 3.0, 326, 
341, setAttribute(java.lang.String, java.lang.String, java.lang.Object, freemind.modes.EdgeAdapter, freemind.modes.NodeAdapter, int, freemind.modes.ArrowLinkAdapter, freemind.modes.CloudAdapter, java.lang.NumberFormatException), 2.0, 326, 
342, setNodeAttribute(freemind.modes.NodeAdapter, java.lang.String, java.lang.String), 3.0, 326, 
346, setIDs(freemind.modes.MindMapLinkRegistry, java.util.HashMap, java.util.Iterator, int, java.util.Vector, java.lang.String, freemind.modes.ArrowLinkAdapter, java.lang.String, freemind.modes.NodeAdapter), 2.0, 326, 
352, HistoryInformation(java.util.Date, java.util.Date), 2.0, 350, 
362, MapRegistry(freemind.modes.MindMap, freemind.modes.ModeController), 2.0, 361, 
366, registrySubtree(boolean, freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.util.ListIterator), 2.0, 361, 
379, changeInclination(freemind.view.mindmapview.MapView, int, int, int, int), 5.0, 372, 
385, registerLinkTarget(java.lang.String, freemind.modes.MindMapNode), 2.0, 383, 
403, NodeAdapter(freemind.modes.MindMap, freemind.main.FreeMindMain), 2.0, 402, 
404, NodeAdapter(freemind.modes.MindMap, freemind.main.FreeMindMain, java.lang.Object), 3.0, 402, 
455, addIcon(freemind.modes.MindIcon, int), 2.0, 402, 
478, insert(int, freemind.modes.MindMapNode, javax.swing.tree.MutableTreeNode), 2.0, 402, 
481, recursiveCallAddChildren(freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.util.Iterator, freemind.extensions.PermanentNodeHook), 2.0, 402, 
482, recursiveCallRemoveChildren(freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.util.Iterator, freemind.extensions.PermanentNodeHook), 3.0, 402, 
500, setToolTip(java.lang.String, java.lang.String), 2.0, 402, 
502, save(boolean, freemind.modes.MindMapLinkRegistry, java.io.Writer, boolean, freemind.main.XMLElement, freemind.main.XMLElement, int, freemind.main.XMLElement, java.lang.String, freemind.main.XMLElement, java.util.Vector, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement, java.lang.String), 4.0, 402, 
504, saveChildren(freemind.modes.MindMapLinkRegistry, freemind.modes.NodeAdapter, java.io.Writer, boolean, java.util.ListIterator, freemind.modes.NodeAdapter), 4.0, 402, 
511, setStateIcon(java.lang.String, javax.swing.ImageIcon), 2.0, 402, 
527, setAttribute(int, freemind.modes.attributes.Attribute), 2.0, 402, 
533, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 532, 
538, newNode(freemind.modes.MindMap, java.lang.Object), 2.0, 535, 
544, nodeRefresh(boolean, freemind.modes.MindMapNode), 2.0, 535, 
559, fireNodePostDeleteEvent(freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.util.Iterator, freemind.modes.ModeController.NodeLifetimeListener), 2.0, 535, 
569, createNodeTreeFromXml(java.util.HashMap, java.io.Reader, freemind.modes.MindMapNode, freemind.modes.XMLElementAdapter), 2.0, 535, 
570, invokeHooksRecursively(freemind.modes.MindMap, freemind.modes.NodeAdapter, java.util.Iterator, freemind.extensions.PermanentNodeHook, freemind.modes.NodeAdapter), 2.0, 535, 
576, add(javax.swing.JMenu, javax.swing.Action, java.lang.String, javax.swing.JMenuItem), 3.0, 535, 
577, add(freemind.controller.StructuredMenuHolder, javax.swing.Action, java.lang.String, java.lang.String, javax.swing.JMenuItem, java.lang.String), 4.0, 535, 
578, addCheckBox(javax.swing.Action, java.lang.String, java.lang.String, freemind.controller.StructuredMenuHolder, javax.swing.JCheckBoxMenuItem), 4.0, 535, 
579, addRadioItem(javax.swing.Action, freemind.controller.StructuredMenuHolder, java.lang.String, java.lang.String, boolean, javax.swing.JRadioButtonMenuItem), 5.0, 535, 
580, add(javax.swing.Action, javax.swing.JMenu), 2.0, 535, 
588, close(boolean, freemind.controller.MapModuleManager, boolean, int, java.lang.String, java.lang.String), 2.0, 535, 
612, copy(freemind.modes.MindMapNode, boolean), 2.0, 535, 
615, copy(java.lang.String, java.lang.String, java.util.List, boolean, java.io.IOException), 2.0, 535, 
616, createForNodesFlavor(boolean, java.lang.String, boolean, java.util.List, java.util.Iterator, freemind.modes.MindMapNode), 2.0, 535, 
621, _setFolded(freemind.modes.MindMapNode, boolean), 2.0, 535, 
624, displayNode(Object[], java.util.ArrayList, freemind.modes.MindMapNode, freemind.modes.MindMapNode, int), 2.0, 535, 
631, insertNodeInto(freemind.modes.MindMapNode, int, freemind.modes.MindMapNode, java.util.Iterator, freemind.modes.ModeController.NodeLifetimeListener), 3.0, 535, 
632, insertNodeInto(freemind.modes.MindMapNode, freemind.modes.MindMapNode), 2.0, 535, 
637, compare(java.lang.Object, java.lang.Object, int, freemind.modes.MindMapNode, Object[], Object[], freemind.modes.MindMapNode), 2.0, 635, 
666, CloudAdapter(freemind.modes.MindMapNode, freemind.main.FreeMindMain), 2.0, 665, 
680, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 679, 
684, StylePattern(freemind.main.XMLElement, java.util.List), 2.0, 682, 
720, loadPattern(boolean, java.util.List, freemind.main.XMLElement, java.util.Iterator, java.util.ListIterator, java.util.Iterator, freemind.main.XMLElement, java.lang.String, freemind.modes.StylePattern, freemind.main.XMLElement), 2.0, 682, 
780, addIcon(int, freemind.modes.MindIcon), 2.0, 725, 
791, setToolTip(java.lang.String, java.lang.String), 2.0, 725, 
796, save(boolean, freemind.modes.MindMapLinkRegistry, java.io.Writer, boolean), 4.0, 725, 
798, setStateIcon(javax.swing.ImageIcon, java.lang.String), 2.0, 725, 
811, setAttribute(freemind.modes.attributes.Attribute, int), 2.0, 725, 
821, savePatterns(java.util.List, java.io.Writer, java.lang.String, freemind.controller.actions.generated.instance.Patterns, freemind.controller.actions.generated.instance.Pattern, java.util.Iterator), 2.0, 818, 
823, toString(java.lang.String, freemind.controller.actions.generated.instance.Pattern, freemind.common.TextTranslator), 2.0, 818, 
824, addSubPatternToString(java.lang.String, freemind.controller.actions.generated.instance.PatternPropertyBase, freemind.common.TextTranslator, java.lang.String), 4.0, 818, 
828, intersectPattern(freemind.controller.actions.generated.instance.Pattern, freemind.controller.actions.generated.instance.Pattern, freemind.controller.actions.generated.instance.Pattern), 2.0, 818, 
829, processPatternProperties(freemind.controller.actions.generated.instance.PatternPropertyBase, freemind.controller.actions.generated.instance.PatternPropertyBase, freemind.controller.actions.generated.instance.PatternPropertyBase), 3.0, 818, 
830, createPatternFromSelected(freemind.controller.actions.generated.instance.Pattern, java.util.List, freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.Pattern, java.util.Iterator, freemind.modes.MindMapNode), 2.0, 818, 
841, LineAdapter(freemind.main.FreeMindMain, freemind.modes.MindMapNode), 2.0, 840, 
870, close(boolean, freemind.controller.MapModuleManager), 2.0, 861, 
871, createNodeTreeFromXml(java.io.Reader, java.util.HashMap), 2.0, 861, 
898, setFolded(freemind.modes.MindMapNode, boolean), 2.0, 861, 
925, copy(freemind.modes.MindMapNode, boolean), 2.0, 861, 
928, copy(boolean, java.util.List), 2.0, 861, 
941, onPostDeleteNode(freemind.modes.MindMapNode, freemind.modes.MindMapNode), 2.0, 938, 
954, generateID(java.lang.String, java.lang.String, java.util.HashMap, java.lang.String, java.lang.String), 3.0, 950, 
956, registerLinkTarget(java.lang.String, freemind.modes.MindMapNode), 2.0, 950, 
958, _registerLinkTarget(freemind.modes.MindMapNode, java.lang.String, java.lang.String, freemind.modes.LinkRegistryAdapter.ID_Registered), 2.0, 950, 
993, ID_UsedStateAdapter(freemind.modes.MindMapNode, java.lang.String), 2.0, 991, 
997, ID_RegisteredAdapter(freemind.modes.MindMapNode, java.lang.String), 2.0, 996, 
1022, EdgeAdapter(freemind.main.FreeMindMain, freemind.modes.MindMapNode), 2.0, 1021, 
1039, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 1038, 
1042, ArrowLinkAdapter(freemind.modes.MindMapNode, freemind.main.FreeMindMain, freemind.modes.MindMapNode), 3.0, 1041, 
1061, LinkAdapter(freemind.modes.MindMapNode, freemind.main.FreeMindMain, freemind.modes.MindMapNode), 3.0, 1060, 
1077, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 1076, 
1086, EncryptedBrowseNode(freemind.main.FreeMindMain, freemind.modes.ModeController), 2.0, 1085, 
1087, EncryptedBrowseNode(freemind.modes.ModeController, java.lang.Object, freemind.main.FreeMindMain), 3.0, 1085, 
1092, BrowseCloudModel(freemind.modes.MindMapNode, freemind.main.FreeMindMain), 2.0, 1091, 
1099, newNode(java.lang.Object, freemind.modes.MindMap), 2.0, 1094, 
1117, BrowseEdgeModel(freemind.main.FreeMindMain, freemind.modes.MindMapNode), 2.0, 1116, 
1132, BrowseNodeModel(freemind.modes.MindMap, freemind.main.FreeMindMain), 2.0, 1131, 
1133, BrowseNodeModel(freemind.main.FreeMindMain, freemind.modes.MindMap, java.lang.Object), 3.0, 1131, 
1138, BrowseXMLElement(freemind.modes.ModeController, java.util.HashMap, java.util.Vector), 3.0, 1136, 
1140, createNodeAdapter(freemind.main.FreeMindMain, java.lang.String), 2.0, 1136, 
1141, createEdgeAdapter(freemind.modes.NodeAdapter, freemind.main.FreeMindMain), 2.0, 1136, 
1142, createCloudAdapter(freemind.modes.NodeAdapter, freemind.main.FreeMindMain), 2.0, 1136, 
1143, createArrowLinkAdapter(freemind.modes.NodeAdapter, freemind.modes.NodeAdapter, freemind.main.FreeMindMain), 3.0, 1136, 
1146, add(java.lang.String, javax.swing.Action, javax.swing.JMenuItem), 2.0, 1145, 
1158, BrowseArrowLinkModel(freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.main.FreeMindMain), 3.0, 1157, 
1162, changeInclination(int, int, int, freemind.view.mindmapview.MapView, int), 5.0, 1157, 
1164, BrowseMapModel(freemind.main.FreeMindMain, freemind.modes.ModeController), 2.0, 1163, 
1165, BrowseMapModel(freemind.main.FreeMindMain, freemind.modes.browsemode.BrowseNodeModel, freemind.modes.ModeController), 3.0, 1163, 
1186, setStateIcon(boolean, freemind.modes.MindMapNode), 2.0, 1179, 
1190, setToolTip(java.lang.String, java.lang.String, freemind.modes.MindMapNode), 3.0, 1187, 
1209, getPasteNodeAction(freemind.modes.mindmapmode.actions.PasteAction.NodeCoordinate, java.awt.datatransfer.Transferable, freemind.controller.actions.generated.instance.PasteNodeAction), 2.0, 1204, 
1210, paste(freemind.modes.MindMapNode, freemind.modes.MindMapNode), 2.0, 1204, 
1211, paste(boolean, freemind.modes.MindMapNode, boolean, java.awt.datatransfer.Transferable, boolean), 4.0, 1204, 
1213, _paste(DataFlavorHandler[], freemind.modes.MindMapNode, boolean, java.awt.datatransfer.Transferable, boolean, freemind.modes.mindmapmode.MindMapNodeModel, freemind.modes.mindmapmode.actions.PasteAction.DataFlavorHandler, java.util.ListIterator, int, java.awt.datatransfer.DataFlavor), 4.0, 1204, 
1215, pasteXMLWithoutRedisplay(java.lang.String, boolean, boolean, java.util.HashMap, freemind.modes.MindMapNode, boolean, freemind.modes.mindmapmode.MindMapNodeModel, java.io.IOException), 6.0, 1204, 
1216, insertNodeInto(freemind.modes.MindMapNode, freemind.modes.MindMapNode, boolean, boolean, boolean, freemind.modes.mindmapmode.MindMapNodeModel), 5.0, 1204, 
1217, pasteStringWithoutRedisplay(int, java.awt.datatransfer.Transferable, boolean, boolean, freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.modes.MindMapNode, int, int, java.lang.String, freemind.modes.MindMapNode, java.util.ArrayList, java.util.regex.Matcher, int, java.lang.String, String[], String[], java.util.regex.Pattern, int, String[], int, java.lang.String, int, freemind.modes.MindMapNode, java.util.ArrayList), 4.0, 1204, 
1218, insertNodeInto(freemind.modes.MindMapNode, int, freemind.modes.mindmapmode.MindMapNodeModel), 3.0, 1204, 
1219, insertNodeInto(freemind.modes.MindMapNode, freemind.modes.MindMapNode), 2.0, 1204, 
1224, NodeCoordinate(freemind.modes.MindMapNode, boolean, boolean), 3.0, 1223, 
1226, NodeCoordinate(freemind.modes.MindMapNode, boolean, freemind.modes.MindMapNode, int), 2.0, 1223, 
1228, paste(java.lang.Object, boolean, java.awt.datatransfer.Transferable, freemind.modes.MindMapNode, boolean), 5.0, 1227, 
1231, paste(java.lang.Object, freemind.modes.MindMapNode, boolean, boolean, java.awt.datatransfer.Transferable, java.util.List, java.io.File, freemind.modes.MindMapNode, java.util.ListIterator), 5.0, 1230, 
1235, paste(String[], boolean, java.lang.Object, freemind.modes.MindMapNode, boolean, java.awt.datatransfer.Transferable, java.util.ListIterator, java.util.HashMap, java.lang.String, int, freemind.modes.mindmapmode.MindMapNodeModel), 5.0, 1234, 
1239, paste(java.lang.String, java.lang.Object, freemind.modes.MindMapNode, java.awt.datatransfer.Transferable, boolean, boolean, java.util.regex.Matcher, java.lang.String, freemind.modes.MindMapNode, java.lang.String), 5.0, 1238, 
1243, paste(java.net.URL, java.lang.String, java.lang.String, java.awt.datatransfer.Transferable, freemind.modes.MindMapNode, boolean, boolean, java.lang.Object, String[], freemind.modes.MindMapNode, int, java.lang.String, java.lang.String, freemind.modes.MindMapNode, java.lang.String, freemind.modes.MindMapNode, java.net.URL, boolean, java.net.MalformedURLException, java.net.MalformedURLException), 5.0, 1242, 
1246, paste(java.lang.Object, freemind.modes.MindMapNode, java.awt.datatransfer.Transferable, boolean, boolean), 5.0, 1245, 
1256, edit(java.awt.event.KeyEvent, boolean, boolean), 3.0, 1252, 
1257, setNodeText(freemind.modes.MindMapNode, java.lang.String), 2.0, 1252, 
1258, setNoteText(java.lang.String, freemind.modes.MindMapNode), 2.0, 1252, 
1259, addNew(freemind.modes.MindMapNode, int, java.awt.event.KeyEvent), 3.0, 1252, 
1260, addNewNode(int, freemind.modes.MindMapNode, boolean), 3.0, 1252, 
1264, moveNodes(freemind.modes.MindMapNode, int, java.util.List), 3.0, 1252, 
1265, setFolded(freemind.modes.MindMapNode, boolean), 2.0, 1252, 
1267, setBold(freemind.modes.MindMapNode, boolean), 2.0, 1252, 
1268, setItalic(freemind.modes.MindMapNode, boolean), 2.0, 1252, 
1269, setNodeColor(freemind.modes.MindMapNode, java.awt.Color), 2.0, 1252, 
1270, setNodeBackgroundColor(freemind.modes.MindMapNode, java.awt.Color), 2.0, 1252, 
1272, setFontFamily(freemind.modes.MindMapNode, java.lang.String), 2.0, 1252, 
1273, setFontSize(freemind.modes.MindMapNode, java.lang.String), 2.0, 1252, 
1274, addIcon(freemind.modes.MindMapNode, freemind.modes.MindIcon), 2.0, 1252, 
1277, applyPattern(java.lang.String, freemind.modes.MindMapNode), 2.0, 1252, 
1278, applyPattern(freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.Pattern), 2.0, 1252, 
1279, setNodeStyle(freemind.modes.MindMapNode, java.lang.String), 2.0, 1252, 
1280, setEdgeColor(freemind.modes.MindMapNode, java.awt.Color), 2.0, 1252, 
1281, setEdgeWidth(int, freemind.modes.MindMapNode), 2.0, 1252, 
1282, setEdgeStyle(java.lang.String, freemind.modes.MindMapNode), 2.0, 1252, 
1283, setCloud(boolean, freemind.modes.MindMapNode), 2.0, 1252, 
1284, setCloudColor(java.awt.Color, freemind.modes.MindMapNode), 2.0, 1252, 
1285, addLink(freemind.modes.MindMapNode, freemind.modes.MindMapNode), 2.0, 1252, 
1287, changeArrowsOfArrowLink(boolean, freemind.modes.mindmapmode.MindMapArrowLinkModel, boolean), 3.0, 1252, 
1288, setArrowLinkColor(freemind.modes.MindMapLink, java.awt.Color), 2.0, 1252, 
1289, setArrowLinkEndPoints(freemind.modes.MindMapArrowLink, java.awt.Point, java.awt.Point), 3.0, 1252, 
1290, setLink(java.lang.String, freemind.modes.MindMapNode), 2.0, 1252, 
1291, increaseFontSize(int, freemind.modes.MindMapNode), 2.0, 1252, 
1292, splitNode(freemind.modes.MindMapNode, java.lang.String, int), 3.0, 1252, 
1293, joinNodes(java.util.List, freemind.modes.MindMapNode), 2.0, 1252, 
1294, paste(freemind.modes.MindMapNode, java.awt.datatransfer.Transferable), 2.0, 1252, 
1295, paste(freemind.modes.MindMapNode, boolean, java.awt.datatransfer.Transferable, boolean), 4.0, 1252, 
1296, paste(freemind.modes.MindMapNode, freemind.modes.MindMapNode), 2.0, 1252, 
1297, addHook(java.util.List, freemind.modes.MindMapNode, java.lang.String), 3.0, 1252, 
1298, createNodeHook(freemind.modes.MindMapNode, java.lang.String, freemind.modes.MindMap), 3.0, 1252, 
1300, invokeHooksRecursively(freemind.modes.NodeAdapter, freemind.modes.MindMap), 2.0, 1252, 
1306, setToolTip(freemind.modes.MindMapNode, java.lang.String, java.lang.String), 3.0, 1252, 
1307, moveNodePosition(int, freemind.modes.MindMapNode, int, int), 4.0, 1252, 
1311, setAttribute(int, freemind.modes.attributes.Attribute, freemind.modes.MindMapNode), 3.0, 1252, 
1312, addAttribute(freemind.modes.MindMapNode, freemind.modes.attributes.Attribute), 2.0, 1252, 
1313, removeAttribute(freemind.modes.MindMapNode, int), 2.0, 1252, 
1314, editAttribute(freemind.modes.MindMapNode, java.lang.String, java.lang.String), 3.0, 1252, 
1321, createFoldAction(freemind.modes.MindMapNode, freemind.modes.MindMapNode, boolean, boolean, java.util.ListIterator, freemind.controller.actions.generated.instance.FoldAction, freemind.controller.actions.generated.instance.CompoundAction, java.util.ListIterator), 3.0, 1316, 
1322, createSingleFoldAction(freemind.controller.actions.generated.instance.FoldAction, boolean, boolean, freemind.modes.MindMapNode), 3.0, 1316, 
1325, setFolded(freemind.controller.actions.generated.instance.FoldAction, freemind.controller.actions.generated.instance.FoldAction, freemind.modes.MindMapNode, boolean), 2.0, 1316, 
1330, apply(freemind.modes.MindMap, freemind.modes.MindMapNode, boolean), 2.0, 1326, 
1331, getActionPair(freemind.controller.actions.generated.instance.ItalicNodeAction, freemind.controller.actions.generated.instance.ItalicNodeAction, boolean, freemind.modes.MindMapNode), 2.0, 1326, 
1332, toggleItalic(boolean, freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.ItalicNodeAction), 2.0, 1326, 
1333, setItalic(boolean, freemind.modes.MindMapNode), 2.0, 1326, 
1334, isSelected(javax.swing.Action, javax.swing.JMenuItem), 2.0, 1326, 
1340, setLink(freemind.modes.MindMapNode, java.lang.String), 2.0, 1337, 
1343, getActionPair(freemind.modes.MindMapNode, java.lang.String), 2.0, 1337, 
1344, createAddLinkXmlAction(freemind.modes.MindMapNode, java.lang.String, freemind.controller.actions.generated.instance.AddLinkXmlAction), 2.0, 1337, 
1347, setArrowLinkEndPoints(freemind.modes.MindMapArrowLink, java.awt.Point, java.awt.Point), 3.0, 1345, 
1348, getActionPair(java.awt.Point, freemind.modes.MindMapArrowLink, java.awt.Point), 3.0, 1345, 
1352, createArrowLinkPointXmlAction(java.awt.Point, java.awt.Point, freemind.modes.MindMapArrowLink, freemind.controller.actions.generated.instance.ArrowLinkPointXmlAction), 3.0, 1345, 
1359, UndoAction(freemind.modes.mindmapmode.MindMapController, freemind.modes.mindmapmode.MindMapController, javax.swing.Icon, java.lang.String), 4.0, 1357, 
1375, IconAction(freemind.modes.mindmapmode.actions.RemoveIconAction, freemind.modes.mindmapmode.MindMapController, freemind.modes.MindIcon), 3.0, 1374, 
1381, addIcon(freemind.modes.MindMapNode, freemind.modes.MindIcon), 2.0, 1374, 
1382, toggleIcon(freemind.modes.MindMapNode, freemind.modes.MindIcon), 2.0, 1374, 
1383, removeIcon(freemind.modes.MindMapNode, boolean, freemind.modes.MindIcon, freemind.modes.mindmapmode.actions.xml.ActionPair), 3.0, 1374, 
1384, getAddLastIconActionPair(freemind.modes.MindIcon, freemind.modes.MindMapNode, int), 2.0, 1374, 
1385, getAddIconActionPair(freemind.controller.actions.generated.instance.XmlAction, freemind.controller.actions.generated.instance.AddIconAction, freemind.modes.MindIcon, int, freemind.modes.MindMapNode), 3.0, 1374, 
1386, getToggleIconActionPair(freemind.modes.MindIcon, freemind.modes.MindMapNode, int), 2.0, 1374, 
1387, getRemoveIconActionPair(boolean, freemind.modes.MindIcon, freemind.modes.MindMapNode, int), 3.0, 1374, 
1388, getRemoveIconActionPair(freemind.controller.actions.generated.instance.XmlAction, freemind.controller.actions.generated.instance.XmlAction, freemind.modes.MindIcon, int, freemind.modes.MindMapNode), 3.0, 1374, 
1391, createAddIconAction(int, freemind.modes.MindIcon, freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.AddIconAction), 3.0, 1374, 
1408, apply(freemind.modes.MindMapNode, freemind.modes.MindMap, boolean), 2.0, 1404, 
1409, getActionPair(freemind.controller.actions.generated.instance.UnderlinedNodeAction, freemind.controller.actions.generated.instance.UnderlinedNodeAction, freemind.modes.MindMapNode, boolean), 2.0, 1404, 
1410, toggleUnderlined(freemind.modes.MindMapNode, boolean, freemind.controller.actions.generated.instance.UnderlinedNodeAction), 2.0, 1404, 
1411, setUnderlined(freemind.modes.MindMapNode, boolean), 2.0, 1404, 
1412, isSelected(javax.swing.JMenuItem, javax.swing.Action), 2.0, 1404, 
1416, joinNodes(boolean, java.lang.String, freemind.modes.MindMapNode, java.util.List, freemind.modes.MindMapNode, boolean, java.util.Iterator, freemind.view.mindmapview.MapView, java.lang.String), 2.0, 1413, 
1417, addContent(java.lang.String, java.lang.String, boolean, String[], String[], boolean), 4.0, 1413, 
1421, apply(freemind.modes.MindMap, freemind.modes.MindMapNode), 2.0, 1418, 
1423, setFontFamily(freemind.modes.MindMapNode, java.lang.String), 2.0, 1418, 
1424, getActionPair(freemind.controller.actions.generated.instance.FontNodeAction, freemind.controller.actions.generated.instance.FontNodeAction, freemind.modes.MindMapNode, java.lang.String), 2.0, 1418, 
1425, createFontNodeAction(freemind.modes.MindMapNode, java.lang.String, freemind.controller.actions.generated.instance.FontNodeAction), 2.0, 1418, 
1430, setEdgeColor(freemind.controller.actions.generated.instance.EdgeColorFormatAction, freemind.controller.actions.generated.instance.EdgeColorFormatAction, freemind.modes.MindMapNode, java.awt.Color), 2.0, 1427, 
1432, createEdgeColorFormatAction(java.awt.Color, freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.EdgeColorFormatAction), 2.0, 1427, 
1437, apply(freemind.modes.MindMap, freemind.modes.MindMapNode), 2.0, 1434, 
1439, setFontSize(freemind.modes.MindMapNode, java.lang.String), 2.0, 1434, 
