@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n'}
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

dataset,4,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,4,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.004,0,0.015625,0,15.625,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,4,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.361111,0.513701,98.913043,122.93753,2.325203,3.847997,-1.522794,1.162602,1.923998,-0.761397,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12927,16017,8385,100,100,?,2,?,?,?
dataset,4,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12426,16017,8385,100,100,?,1,?,?,?
dataset,4,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,4,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,0,0.625,0.743023,131.25,136.50206,5.325203,1077,-1071.674797,2.662602,538.5,-535.837398,-0.948134,-0.474067,-77.608049,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,0,0.5,0.5,0,0,0.003,0,0,0,0,0,12783,16017,8385,50,66.666667,?,2,?,?,?
dataset,5,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,5,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12424,16017,8385,100,100,?,1,?,?,?
dataset,5,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,-1,0.638889,0.768295,175,183.866305,2.325203,1077.584963,-1075.259759,1.162602,538.792481,-537.62988,-1.636736,-0.818368,-121.949828,0,0,1,1,0,0,1,1,0,0,0,-1,0,0.5,0,1,0,1,0,0,0,-1,0,0.5,0,0,0.002,0.001,0,0.015625,0,15.625,12928,16017,8385,50,66.666667,?,2,?,?,?
dataset,5,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,2,0,0,100,0,0,1,0.076923,0.117502,21.070234,28.120237,2.325203,0.378512,1.946692,1.162602,0.189256,0.973346,1.946692,0.973346,145.043968,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,12926,16017,8385,100,66.666667,?,2,?,?,?
dataset,5,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.333333,0.57735,91.304348,138.169856,2.325203,1074,-1071.674797,1.162602,537,-535.837398,0.241008,0.120504,17.957015,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12859,16017,8385,50,33.333333,?,2,?,?,?
dataset,5,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0.001,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,5,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.358974,0.482433,98.327759,115.454524,2.325203,3.078951,-0.753748,1.162602,1.539476,-0.376874,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12928,16017,8385,100,100,?,2,?,?,?
dataset,5,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.380952,0.547101,104.347826,130.930734,2.325203,1074.222392,-1071.897189,1.162602,537.111196,-535.948595,0.018616,0.009308,1.387016,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12859,16017,8385,50,66.666667,?,2,?,?,?
dataset,5,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,0,0.625,0.743023,131.25,136.50206,5.325203,1077,-1071.674797,2.662602,538.5,-535.837398,-0.948134,-0.474067,-77.608049,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,0,0.5,0.5,0,0,0.001,0.001,0,0,0,0,12782,16017,8385,50,66.666667,?,2,?,?,?
dataset,5,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.316667,0.423035,90.681818,107.206786,2.140779,2.152003,-0.011224,1.070389,1.076002,-0.005612,0.237039,0.11852,17.47214,0.5,1,0,0,0,0,0.5,1,1,0.5,0.666667,0,?,1,0.5,0,0,0.5,1,0.5,0.666667,0,0,1,0.666667,0.5,0.002,0,0,0,0,0,12857,16017,8385,100,83.333333,?,2,?,?,?
dataset,6,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.333333,0.488552,95.454545,123.810413,2.140779,3.33985,-1.199071,1.070389,1.669925,-0.599536,0.137504,0.068752,10.135374,0.5,1,0,0,0,0,0.5,1,1,0.5,0.666667,0,?,1,0.5,0,0,0.5,1,0.5,0.666667,0,0,1,0.666667,0.5,0.002,0,0,0,0,0,12858,16017,8385,100,83.333333,?,2,?,?,?
dataset,6,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.004,0,0.015625,0,15.625,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,6,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,6,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,-1,0.62963,0.753592,172.463768,180.347588,2.325203,1077.169925,-1074.844722,1.162602,538.584963,-537.422361,-1.592342,-0.796171,-118.642114,0,0,1,1,0,0,1,1,0,0,0,-1,0,0.5,0,1,0,1,0,0,0,-1,0,0.5,0,0,0.003,0,0,0,0,0,12857,16017,8385,50,66.666667,?,2,?,?,?
dataset,6,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.361111,0.47629,98.913043,113.984316,2.325203,3,-0.674797,1.162602,1.5,-0.337398,0.089005,0.044503,6.631579,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0.015625,0,15.625,0,12858,16017,8385,100,100,?,2,?,?,?
dataset,6,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12424,16017,8385,100,100,?,1,?,?,?
dataset,6,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,6,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.355556,0.442217,97.391304,105.830052,2.325203,2.491853,-0.16665,1.162602,1.245927,-0.083325,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12858,16017,8385,100,100,?,2,?,?,?
dataset,6,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.355556,0.442217,97.391304,105.830052,2.325203,2.491853,-0.16665,1.162602,1.245927,-0.083325,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0.015625,0,15.625,0,12859,16017,8385,100,100,?,2,?,?,?
dataset,6,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0.333333,0.37037,0.528995,77.777778,97.182532,5.325203,1074.169925,-1068.844722,2.662602,537.084963,-534.422361,0.692571,0.346286,56.689397,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.002,0,0,0,0,0,12782,16017,8385,50,66.666667,?,2,?,?,?
dataset,7,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.435897,0.599145,124.825175,151.837144,2.140779,1074.530515,-1072.389736,1.070389,537.265257,-536.194868,-0.393011,-0.196506,-28.968823,0.5,1,0,0,0,0,0.5,1,1,0.5,0.666667,0,?,1,0.5,0,0,0.5,1,0.5,0.666667,0,0,1,0.666667,0.5,0.002,0,0,0,0,0,12858,16017,8385,50,66.666667,?,2,?,?,?
dataset,7,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,2,0,0,100,0,0,1,0.076923,0.117502,21.070234,28.120237,2.325203,0.378512,1.946692,1.162602,0.189256,0.973346,1.946692,0.973346,145.043968,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0.001,0,0,0,0,12927,16017,8385,100,66.666667,?,2,?,?,?
dataset,7,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.361111,0.513701,98.913043,122.93753,2.325203,3.847997,-1.522794,1.162602,1.923998,-0.761397,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12927,16017,8385,100,100,?,2,?,?,?
dataset,7,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,7,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12426,16017,8385,100,100,?,1,?,?,?
dataset,7,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.333333,0.57735,91.304348,138.169856,2.325203,1074,-1071.674797,1.162602,537,-535.837398,0.241008,0.120504,17.957015,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12858,16017,8385,50,33.333333,?,2,?,?,?
dataset,7,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,7,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.361111,0.47629,98.913043,113.984316,2.325203,3,-0.674797,1.162602,1.5,-0.337398,0.089005,0.044503,6.631579,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12859,16017,8385,100,100,?,2,?,?,?
dataset,7,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,7,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,0,0.625,0.743023,131.25,136.50206,5.325203,1077,-1071.674797,2.662602,538.5,-535.837398,-0.948134,-0.474067,-77.608049,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,0,0.5,0.5,0,0,0.003,0,0.015625,0,15.625,0,12784,16017,8385,50,66.666667,?,2,?,?,?
dataset,8,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,-1,0.625,0.747356,171.195652,178.855261,2.325203,1077,-1074.674797,1.162602,538.5,-537.337398,-1.569622,-0.784811,-116.949288,0,0,1,1,0,0,1,1,0,0,0,-1,0,0.5,0,1,0,1,0,0,0,-1,0,0.5,0,0,0.003,0,0,0,0,0,12926,16017,8385,50,66.666667,?,2,?,?,?
dataset,8,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,8,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.363636,0.439133,99.604743,105.091996,2.325203,2.526546,-0.201343,1.162602,1.263273,-0.100671,0.129283,0.064642,9.63261,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0.001,0,0,0,0,12859,16017,8385,100,100,?,2,?,?,?
dataset,8,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0.015625,0,15.625,0,12425,16017,8385,100,100,?,1,?,?,?
dataset,8,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.333333,0.57735,91.304348,138.169856,2.325203,1074,-1071.674797,1.162602,537,-535.837398,0.241008,0.120504,17.957015,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12858,16017,8385,50,33.333333,?,2,?,?,?
dataset,8,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12426,16017,8385,100,100,?,1,?,?,?
dataset,8,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.358974,0.482433,98.327759,115.454524,2.325203,3.078951,-0.753748,1.162602,1.539476,-0.376874,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.003,0,0,0,0,0,12927,16017,8385,100,100,?,2,?,?,?
dataset,8,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12426,16017,8385,100,100,?,1,?,?,?
dataset,8,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,0,2,0,0,100,0,0,0.545455,0.634195,156.198347,160.719816,2.140779,4.918863,-2.778085,1.070389,2.459432,-1.389042,-1.286758,-0.643379,-94.846855,0,0,0,0,0,0,1,2,0,0,0,0,?,1,0,0,0,1,0,0,0,0,0,1,0,0,0.002,0,0,0,0,0,12857,16017,8385,100,100,?,2,?,?,?
dataset,8,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0.333333,0.37037,0.528995,77.777778,97.182532,5.325203,1074.169925,-1068.844722,2.662602,537.084963,-534.422361,0.692571,0.346286,56.689397,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.002,0,0,0,0,0,12783,16017,8385,50,66.666667,?,2,?,?,?
dataset,9,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.435897,0.599145,124.825175,151.837144,2.140779,1074.530515,-1072.389736,1.070389,537.265257,-536.194868,-0.393011,-0.196506,-28.968823,0.5,1,0,0,0,0,0.5,1,1,0.5,0.666667,0,?,1,0.5,0,0,0.5,1,0.5,0.666667,0,0,1,0.666667,0.5,0.002,0.001,0,0.015625,0,15.625,12857,16017,8385,50,66.666667,?,2,?,?,?
dataset,9,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.355556,0.442217,97.391304,105.830052,2.325203,2.491853,-0.16665,1.162602,1.245927,-0.083325,0.103505,0.051752,7.711912,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0.001,0,0,0,0,12858,16017,8385,100,100,?,2,?,?,?
dataset,9,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0,0,0,0,12426,16017,8385,100,100,?,1,?,?,?
dataset,9,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.375,0.489473,102.717391,117.139195,2.325203,3.415037,-1.089834,1.162602,1.707519,-0.544917,0.099536,0.049768,7.416197,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0.001,0,0,0,0,12858,16017,8385,100,100,?,2,?,?,?
dataset,9,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171005.1849,18,2,1,1,0,50,50,0,0,0.351852,0.41574,96.376812,99.493668,2.325203,2.210567,0.114636,1.162602,1.105283,0.057318,0.114636,0.057318,8.541309,1,1,1,1,0,0,0,0,0.5,1,0.666667,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.333333,0,0.5,0.5,0.333333,0.5,0.002,0,0.015625,0,15.625,0,12426,16017,8385,100,100,?,1,?,?,?
