38, moveNodes(freemind.controller.actions.generated.instance.MoveNodesAction, freemind.controller.actions.generated.instance.MoveNodesAction, freemind.modes.MindMapNode, java.util.List, int), 3.0, 35, 
39, _moveNodes(java.lang.Integer, java.lang.Integer, java.util.Comparator, java.util.List, freemind.modes.MindMapNode, int, freemind.view.mindmapview.NodeView, java.util.TreeSet, java.util.Iterator, java.lang.Integer, freemind.modes.MindMapNode, java.util.Vector, freemind.view.mindmapview.MapView, freemind.modes.MindMapNode, freemind.view.mindmapview.NodeView), 3.0, 35, 
40, moveNodeTo(int, int, freemind.modes.MindMapNode, freemind.modes.MindMapNode, int, int, int, freemind.modes.MindMapNode, freemind.modes.MapAdapter, java.util.Vector), 3.0, 35, 
44, createMoveNodesAction(int, freemind.modes.MindMapNode, java.util.List, java.util.Iterator, freemind.controller.actions.generated.instance.NodeListMember, freemind.controller.actions.generated.instance.MoveNodesAction, freemind.modes.MindMapNode), 3.0, 35, 
62, changeArrowsOfArrowLink(boolean, boolean, freemind.modes.mindmapmode.MindMapArrowLinkModel), 3.0, 59, 
286, paste(String[], freemind.modes.MindMapNode, java.awt.datatransfer.Transferable, boolean, java.lang.Object, boolean, java.util.ListIterator, int, java.lang.String, freemind.modes.mindmapmode.MindMapNodeModel, java.util.HashMap), 5.0, 285, 
290, paste(java.lang.String, java.lang.Object, boolean, freemind.modes.MindMapNode, java.awt.datatransfer.Transferable, boolean, java.lang.String, freemind.modes.MindMapNode, java.util.regex.Matcher, java.lang.String), 5.0, 289, 
294, paste(java.net.URL, java.lang.String, java.lang.String, java.awt.datatransfer.Transferable, boolean, boolean, freemind.modes.MindMapNode, java.lang.Object, freemind.modes.MindMapNode, boolean, freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.lang.String, int, java.lang.String, String[], java.net.URL, java.lang.String, java.net.MalformedURLException, java.net.MalformedURLException), 5.0, 293, 
306, paste(java.awt.datatransfer.Transferable, boolean, boolean, java.lang.Object, freemind.modes.MindMapNode), 5.0, 305, 
324, addHook(freemind.controller.actions.generated.instance.XmlAction, freemind.controller.actions.generated.instance.HookNodeAction, freemind.modes.MindMapNode, java.lang.String, java.util.List), 3.0, 320, 
325, createHookNodeUndoAction(java.util.List, freemind.modes.MindMapNode, java.lang.String, freemind.modes.MindMapNode, java.util.Iterator, freemind.controller.actions.generated.instance.CompoundAction, freemind.extensions.HookInstanciationMethod, freemind.extensions.StatefulNodeHook, freemind.modes.MindMapNode, freemind.extensions.PermanentNodeHook, java.util.Collection, java.util.Iterator, freemind.controller.actions.generated.instance.XmlAction), 3.0, 320, 
327, invoke(freemind.modes.MindMapNode, java.util.List, java.lang.String, freemind.modes.MindMapNode, java.util.Iterator, freemind.extensions.PermanentNodeHook, freemind.extensions.PermanentNodeHook, java.util.Iterator, freemind.extensions.HookInstanciationMethod, java.util.Collection, java.util.Iterator, freemind.modes.MindMapNode), 3.0, 320, 
328, finishInvocation(java.util.Collection, java.util.List, freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.util.Iterator, freemind.view.mindmapview.NodeView, freemind.view.mindmapview.NodeView), 4.0, 320, 
332, createHookNodeAction(java.lang.String, java.util.List, freemind.modes.MindMapNode, java.util.Iterator, freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.NodeListMember, freemind.controller.actions.generated.instance.HookNodeAction), 3.0, 320, 
368, createAddCloudXmlAction(boolean, java.awt.Color, freemind.modes.MindMapNode, freemind.controller.actions.generated.instance.AddCloudXmlAction), 3.0, 362, 
372, IconAction(freemind.modes.mindmapmode.MindMapController, freemind.modes.MindIcon, freemind.modes.mindmapmode.actions.RemoveIconAction), 3.0, 371, 
380, removeIcon(freemind.modes.MindMapNode, freemind.modes.MindIcon, boolean, freemind.modes.mindmapmode.actions.xml.ActionPair), 3.0, 371, 
382, getAddIconActionPair(freemind.controller.actions.generated.instance.AddIconAction, freemind.controller.actions.generated.instance.XmlAction, freemind.modes.MindIcon, int, freemind.modes.MindMapNode), 3.0, 371, 
384, getRemoveIconActionPair(freemind.modes.MindMapNode, freemind.modes.MindIcon, boolean, int), 3.0, 371, 
385, getRemoveIconActionPair(freemind.controller.actions.generated.instance.XmlAction, freemind.controller.actions.generated.instance.XmlAction, int, freemind.modes.MindIcon, freemind.modes.MindMapNode), 3.0, 371, 
388, createAddIconAction(int, freemind.modes.MindMapNode, freemind.modes.MindIcon, freemind.controller.actions.generated.instance.AddIconAction), 3.0, 371, 
442, createFoldAction(freemind.modes.MindMapNode, freemind.modes.MindMapNode, boolean, boolean, java.util.ListIterator, freemind.controller.actions.generated.instance.CompoundAction, java.util.ListIterator, freemind.controller.actions.generated.instance.FoldAction), 3.0, 437, 
443, createSingleFoldAction(freemind.controller.actions.generated.instance.FoldAction, freemind.modes.MindMapNode, boolean, boolean), 3.0, 437, 
461, createRevertXmlAction(freemind.modes.MindMap, java.lang.String, java.lang.String, java.io.StringWriter), 3.0, 456, 
462, createRevertXmlAction(java.lang.String, java.lang.String, java.lang.String, freemind.controller.actions.generated.instance.RevertXmlAction), 3.0, 456, 
487, FreemindAction(freemind.modes.mindmapmode.MindMapController, javax.swing.Icon, java.lang.String), 3.0, 486, 
488, FreemindAction(java.lang.String, freemind.modes.mindmapmode.MindMapController, java.lang.String), 3.0, 486, 
506, createAddArrowLinkXmlAction(freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.lang.String, freemind.controller.actions.generated.instance.AddArrowLinkXmlAction), 3.0, 499, 
521, getActionPair(freemind.controller.actions.generated.instance.MoveNodeXmlAction, freemind.controller.actions.generated.instance.MoveNodeXmlAction, int, freemind.modes.MindMapNode, int, int), 4.0, 516, 
522, moveNode(int, freemind.modes.MindMapNode, int, int, freemind.controller.actions.generated.instance.MoveNodeXmlAction), 4.0, 516, 
523, moveNodeTo(freemind.modes.MindMapNode, int, int, int), 4.0, 516, 
532, edit(java.awt.event.KeyEvent, boolean, boolean, freemind.view.mindmapview.NodeView), 3.0, 527, 
541, importExplorerFavorites(boolean, java.io.File, freemind.modes.MindMapNode, File[], freemind.modes.MindMapNode, java.lang.String, boolean, boolean, java.io.BufferedReader, int, java.lang.String, java.lang.Exception), 3.0, 538, 
581, changeInclination(int, int, int, freemind.view.mindmapview.MapView, int), 5.0, 574, 
696, fireTreeNodesInserted(javax.swing.event.TreeModelEvent, Object[], Object[], java.lang.Object, int[], Object[], freemind.modes.MindMapNode), 4.0, 668, 
698, fireTreeNodesRemoved(javax.swing.event.TreeModelEvent, Object[], Object[], int[], java.lang.Object, freemind.modes.MindMapNode, Object[]), 4.0, 668, 
700, fireTreeStructureChanged(javax.swing.event.TreeModelEvent, Object[], java.lang.Object, Object[], int[], freemind.modes.MindMapNode, Object[]), 4.0, 668, 
702, fireTreeNodesChanged(javax.swing.event.TreeModelEvent, Object[], Object[], int[], java.lang.Object, Object[], freemind.modes.MindMapNode), 4.0, 668, 
708, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 707, 
737, generateID(java.lang.String, java.lang.String, java.util.HashMap, java.lang.String, java.lang.String), 3.0, 733, 
874, save(boolean, boolean, java.io.Writer, freemind.modes.MindMapLinkRegistry), 4.0, 803, 
999, ArrowLinkAdapter(freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.main.FreeMindMain), 3.0, 998, 
1017, XMLElementAdapter(freemind.modes.ModeController, java.util.HashMap, java.util.Vector), 3.0, 1015, 
1022, createArrowLinkAdapter(freemind.main.FreeMindMain, freemind.modes.NodeAdapter, freemind.modes.NodeAdapter), 3.0, 1015, 
1031, setNodeAttribute(freemind.modes.NodeAdapter, java.lang.String, java.lang.String), 3.0, 1015, 
1057, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 1056, 
1080, NodeAdapter(freemind.main.FreeMindMain, freemind.modes.MindMap, java.lang.Object), 3.0, 1078, 
1158, recursiveCallRemoveChildren(freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.modes.MindMapNode, java.util.Iterator, freemind.extensions.PermanentNodeHook), 3.0, 1078, 
1178, save(freemind.modes.MindMapLinkRegistry, java.io.Writer, boolean, boolean, java.lang.String, int, freemind.main.XMLElement, java.lang.String, java.util.Vector, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement, freemind.main.XMLElement), 4.0, 1078, 
1180, saveChildren(boolean, java.io.Writer, freemind.modes.MindMapLinkRegistry, freemind.modes.NodeAdapter, java.util.ListIterator, freemind.modes.NodeAdapter), 4.0, 1078, 
1209, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 1208, 
1241, LinkAdapter(freemind.modes.MindMapNode, freemind.main.FreeMindMain, freemind.modes.MindMapNode), 3.0, 1240, 
1257, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 1256, 
1265, addSubPatternToString(java.lang.String, java.lang.String, freemind.controller.actions.generated.instance.PatternPropertyBase, freemind.common.TextTranslator), 4.0, 1259, 
1270, processPatternProperties(freemind.controller.actions.generated.instance.PatternPropertyBase, freemind.controller.actions.generated.instance.PatternPropertyBase, freemind.controller.actions.generated.instance.PatternPropertyBase), 3.0, 1259, 
1313, add(java.lang.String, javax.swing.Action, javax.swing.JMenu, javax.swing.JMenuItem), 3.0, 1272, 
1314, add(javax.swing.Action, freemind.controller.StructuredMenuHolder, java.lang.String, java.lang.String, java.lang.String, javax.swing.JMenuItem), 4.0, 1272, 
1315, addCheckBox(javax.swing.Action, java.lang.String, freemind.controller.StructuredMenuHolder, java.lang.String, javax.swing.JCheckBoxMenuItem), 4.0, 1272, 
1316, addRadioItem(javax.swing.Action, java.lang.String, java.lang.String, freemind.controller.StructuredMenuHolder, boolean, javax.swing.JRadioButtonMenuItem), 5.0, 1272, 
1368, insertNodeInto(freemind.modes.MindMapNode, freemind.modes.MindMapNode, int, java.util.Iterator, freemind.modes.ModeController.NodeLifetimeListener), 3.0, 1272, 
1437, ColorProperty(java.lang.String, java.lang.String, java.lang.String, freemind.common.TextTranslator), 4.0, 1436, 
1454, IconProperty(java.lang.String, freemind.main.FreeMindMain, java.lang.String, java.util.Vector), 4.0, 1453, 
1481, storeDialogPositions(freemind.controller.actions.generated.instance.WindowConfigurationStorage, java.lang.String, javax.swing.JDialog, freemind.controller.Controller, java.lang.String, java.lang.String), 4.0, 1476, 
1482, decorateDialog(javax.swing.JDialog, freemind.controller.Controller, java.lang.String, freemind.controller.actions.generated.instance.WindowConfigurationStorage, java.lang.String), 3.0, 1476, 
1506, NumberProperty(java.lang.String, int, int, int, java.lang.String), 5.0, 1505, 
1517, RemindValueProperty(freemind.common.TextTranslator, java.lang.String, java.lang.String), 3.0, 1516, 
1525, FontProperty(java.lang.String, freemind.common.TextTranslator, java.lang.String), 3.0, 1524, 
1542, ComboProperty(java.lang.String, java.lang.String, java.util.Vector, String[], freemind.common.TextTranslator, java.lang.String, java.util.Iterator), 4.0, 1541, 
1543, ComboProperty(java.lang.String, java.lang.String, java.util.List, String[]), 4.0, 1541, 
1544, ComboProperty(java.lang.String, java.lang.String, java.util.List, java.util.List), 4.0, 1541, 
1572, ScriptEditorProperty(java.lang.String, freemind.modes.mindmapmode.MindMapController, java.lang.String), 3.0, 1571, 
1589, read(int, int, char[]), 3.0, 1583, 
1597, transForm(java.io.File, java.io.InputStream, java.lang.String, javax.xml.transform.Source, javax.xml.transform.Source, javax.xml.transform.TransformerFactory, javax.xml.transform.Transformer, javax.xml.transform.Result, java.lang.Exception), 4.0, 1595, 
1603, performSetValueAt(java.lang.Object, int, freemind.modes.attributes.NodeAttributeTableModel, int), 4.0, 1602, 
1604, performInsertRow(java.lang.String, java.lang.String, freemind.modes.attributes.NodeAttributeTableModel, int), 4.0, 1602, 
1606, performSetColumnWidth(int, freemind.modes.attributes.NodeAttributeTableModel, int), 3.0, 1602, 
1608, performReplaceAttributeValue(java.lang.String, java.lang.String, java.lang.String), 3.0, 1602, 
1653, setValueAt(int, java.lang.Object, int, java.lang.Boolean), 3.0, 1648, 
1689, setValueAt(int, int, java.lang.Object), 3.0, 1684, 
1759, setValueAt(java.lang.Object, int, int), 3.0, 1750, 
1762, insertRow(int, java.lang.String, java.lang.String), 3.0, 1750, 
1801, paintIcon(java.awt.Component, int, int, java.awt.Graphics), 4.0, 1795, 
1834, isMapModuleChangeAllowed(freemind.modes.Mode, freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode), 4.0, 1833, 
1835, beforeMapModuleChange(freemind.modes.Mode, freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode), 4.0, 1833, 
1837, afterMapModuleChange(freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode, freemind.modes.Mode), 4.0, 1833, 
1842, isMapModuleChangeAllowed(boolean, freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode, freemind.modes.Mode, java.util.Iterator, freemind.controller.MapModuleManager.MapModuleChangeObserver), 4.0, 1839, 
1843, beforeMapModuleChange(freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode, freemind.modes.Mode, java.util.Iterator, freemind.controller.MapModuleManager.MapModuleChangeObserver), 4.0, 1839, 
1844, afterMapModuleChange(freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode, freemind.modes.Mode, java.util.Iterator, freemind.controller.MapModuleManager.MapModuleChangeObserver), 4.0, 1839, 
1849, setMapTitle(freemind.modes.MindMap, freemind.view.MapModule, java.lang.String), 3.0, 1848, 
1876, addOptionSet(javax.swing.Action, String[], javax.swing.JMenu, java.lang.String, java.lang.String, int, javax.swing.JRadioButtonMenuItem, javax.swing.ButtonGroup), 4.0, 1866, 
1880, processKeyBinding(boolean, java.awt.event.KeyEvent, int, javax.swing.KeyStroke), 4.0, 1866, 
1916, updateMenus(freemind.controller.StructuredMenuHolder.MenuAdder, freemind.controller.StructuredMenuHolder.MenuAdder, java.util.Map, freemind.controller.StructuredMenuHolder.MenuAdderCreator, javax.swing.JMenu, java.lang.String, java.util.Iterator, java.lang.Object, freemind.controller.StructuredMenuItemHolder, java.util.Map, java.util.Vector), 3.0, 1902, 
1928, MapTokenPair(java.util.Vector, java.lang.String, java.util.Map), 3.0, 1927, 
2039, paintIcon(int, int, java.awt.Component, java.awt.Graphics), 4.0, 2035, 
2056, firePropertyChanged(java.lang.String, java.lang.String, java.lang.String, java.util.Iterator, freemind.preferences.FreemindPropertyListener), 3.0, 2051, 
2081, showCommonJColorChooserDialog(javax.swing.JColorChooser, java.lang.String, java.awt.Color, java.awt.Component, javax.swing.JDialog, freemind.controller.Controller.ColorTracker), 3.0, 2051, 
2082, isMapModuleChangeAllowed(freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode, freemind.modes.Mode), 4.0, 2051, 
2084, beforeMapModuleChange(freemind.modes.ModeController, freemind.modes.Mode, freemind.view.MapModule, freemind.view.MapModule, freemind.modes.Mode), 4.0, 2051, 
2085, afterMapModuleChange(freemind.modes.ModeController, freemind.view.MapModule, freemind.modes.Mode, freemind.view.MapModule, freemind.modes.Mode, java.awt.Component, freemind.controller.MenuBar, javax.swing.JToolBar), 4.0, 2051, 
2257, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 2253, 
2265, propertyChanged(java.lang.String, java.lang.String, java.lang.String), 3.0, 2261, 
2267, OpenURLAction(java.lang.String, freemind.controller.Controller, java.lang.String), 3.0, 2266, 
2294, processMenuCategory(java.util.List, java.lang.String, freemind.controller.StructuredMenuHolder, freemind.controller.actions.generated.instance.MenuActionBase, java.lang.String, javax.swing.JRadioButtonMenuItem, java.lang.String, java.lang.String, java.util.Iterator, javax.swing.Action, java.lang.Object, java.lang.String, java.lang.String, javax.swing.ButtonGroup, java.lang.String, freemind.controller.actions.generated.instance.MenuCategoryBase, freemind.controller.actions.generated.instance.MenuSubmenu, java.lang.Exception), 3.0, 2270, 
2321, changeArrowsOfArrowLink(freemind.modes.mindmapmode.MindMapArrowLinkModel, boolean, boolean), 3.0, 2270, 
2322, setArrowLinkEndPoints(java.awt.Point, freemind.modes.MindMapArrowLink, java.awt.Point), 3.0, 2270, 
2324, setToolTip(java.lang.String, java.lang.String, freemind.modes.MindMapNode), 3.0, 2270, 
2325, edit(java.awt.event.KeyEvent, boolean, boolean), 3.0, 2270, 
2334, paste(boolean, java.awt.datatransfer.Transferable, freemind.modes.MindMapNode, boolean), 4.0, 2270, 
2336, addNew(int, java.awt.event.KeyEvent, freemind.modes.MindMapNode), 3.0, 2270, 
2337, addNewNode(freemind.modes.MindMapNode, int, boolean), 3.0, 2270, 
2341, moveNodes(java.util.List, freemind.modes.MindMapNode, int), 3.0, 2270, 
2347, addHook(java.lang.String, freemind.modes.MindMapNode, java.util.List), 3.0, 2270, 
2348, moveNodePosition(int, int, int, freemind.modes.MindMapNode), 4.0, 2270, 
2351, createNodeHook(freemind.modes.MindMap, java.lang.String, freemind.modes.MindMapNode, freemind.extensions.NodeHook, freemind.extensions.HookFactory, freemind.extensions.PermanentNodeHook, freemind.extensions.PermanentNodeHook), 3.0, 2270, 
2356, splitNode(String[], int, freemind.modes.MindMapNode, java.lang.String, java.lang.String, freemind.modes.MindMapNode, java.lang.String, java.lang.String, freemind.modes.MindMapNode), 3.0, 2270, 
2373, storeDialogPositions(java.lang.String, freemind.controller.actions.generated.instance.WindowConfigurationStorage, javax.swing.JDialog), 3.0, 2270, 
2378, setAttribute(int, freemind.modes.attributes.Attribute, freemind.modes.MindMapNode), 3.0, 2270, 
2381, editAttribute(java.lang.String, java.lang.String, freemind.modes.MindMapNode, freemind.modes.attributes.NodeAttributeTableModel, int, freemind.modes.attributes.Attribute), 3.0, 2270, 
2382, insertNodeInto(int, freemind.modes.MindMapNode, freemind.modes.MindMapNode), 3.0, 2270, 
2405, edit(boolean, boolean, java.awt.event.KeyEvent), 3.0, 2404, 
2458, MindMapXMLElement(java.util.HashMap, freemind.modes.ModeController, java.util.Vector), 3.0, 2456, 
2464, createArrowLinkAdapter(freemind.modes.NodeAdapter, freemind.main.FreeMindMain, freemind.modes.NodeAdapter), 3.0, 2456, 
2467, EncryptedMindMapNode(freemind.main.FreeMindMain, freemind.modes.MindMap, java.lang.Object), 3.0, 2466, 
2486, save(freemind.main.XMLElement, boolean, boolean, java.io.Writer, freemind.modes.MindMapLinkRegistry, boolean), 4.0, 2466, 
2514, MindMapMapModel(freemind.modes.mindmapmode.MindMapNodeModel, freemind.main.FreeMindMain, freemind.modes.ModeController), 3.0, 2512, 
2527, getXml(freemind.modes.MindMapNode, boolean, java.io.Writer), 3.0, 2512, 
2547, MindMapArrowLinkModel(freemind.modes.MindMapNode, freemind.modes.MindMapNode, freemind.main.FreeMindMain), 3.0, 2546, 
2550, changeInclination(double, double, int, freemind.view.mindmapview.MapView, int, int, int, java.awt.Point, java.awt.Point, freemind.view.mindmapview.NodeView, freemind.view.mindmapview.NodeView, java.awt.Point), 5.0, 2546, 
2551, changeInclination(int, java.awt.Point, int, freemind.view.mindmapview.NodeView, double), 4.0, 2546, 
2601, DoAutomaticSave(java.io.File, boolean, freemind.modes.mindmapmode.MindMapMapModel, int), 4.0, 2600, 
2608, MindMapNodeModel(freemind.main.FreeMindMain, java.lang.Object, freemind.modes.MindMap), 3.0, 2606, 
2614, saveRTF(java.lang.String, java.lang.String, java.lang.String, java.io.Writer, int, java.util.HashMap, java.lang.String, java.lang.String), 3.0, 2606, 
2615, saveChildrenRTF(int, java.util.HashMap, java.io.Writer, java.util.ListIterator, freemind.modes.mindmapmode.MindMapNodeModel), 3.0, 2606, 
2684, save(freemind.modes.MindMapLinkRegistry, boolean, java.io.Writer, boolean), 4.0, 2618, 
2749, getListCellRendererComponent(javax.swing.JComponent, boolean, java.lang.Object, int, javax.swing.JList, boolean, freemind.controller.filter.condition.Condition), 5.0, 2748, 
2771, createDescription(java.lang.String, java.lang.String, boolean, java.lang.String, java.lang.String), 4.0, 2769, 
2773, createAttributeCondition(boolean, java.lang.String, java.lang.String, freemind.common.NamedObject), 4.0, 2769, 
2774, createCondition(java.lang.String, freemind.common.NamedObject, freemind.common.NamedObject, boolean), 4.0, 2769, 
2778, createNodeCondition(boolean, java.lang.String, freemind.common.NamedObject), 3.0, 2769, 
2824, AttributeCompareCondition(int, boolean, java.lang.String, boolean, java.lang.String), 5.0, 2823, 
2833, createDescription(java.lang.String, int, java.lang.String, boolean), 3.0, 2829, 
2835, NodeCompareCondition(boolean, int, java.lang.String, boolean), 4.0, 2834, 
2862, FileMapModel(java.io.File, freemind.modes.ModeController, freemind.main.FreeMindMain), 3.0, 2860, 
2886, FileNodeModel(java.io.File, freemind.modes.MindMap, freemind.main.FreeMindMain), 3.0, 2885, 
2923, setValueAt(int, int, java.lang.Object), 3.0, 2916, 
3024, setValueAt(int, java.lang.Object, int, int), 3.0, 3017, 
3034, prepareEditor(javax.swing.ComboBoxModel, int, javax.swing.table.TableCellEditor, int, java.lang.String, java.awt.Component, freemind.modes.attributes.AttributeRegistry, freemind.modes.MindMapNode, javax.swing.JComboBox), 3.0, 3030, 
3037, changeSelection(int, int, boolean, boolean, int), 4.0, 3030, 
3060, processKeyBinding(boolean, javax.swing.KeyStroke, int, java.awt.event.KeyEvent, java.awt.Component, javax.swing.JComboBox, javax.swing.ComboBoxEditor, boolean, int, java.awt.event.KeyEvent, int), 4.0, 3030, 
